id,X,Y,LGA_NAME21
"222",208007.843,5857704.834,Ballarat
"223",206553.482,5843373.251,Ballarat
"224",209049.079,5849998.442,Ballarat
"225",202745.866,5851164.851,Ballarat
"226",213867.105,5858932.351,Ballarat
"227",202729.692,5850947.582,Ballarat
"228",220714.630,5835098.292,Ballarat
"229",216781.980,5854278.904,Ballarat
"230",208230.265,5854324.235,Ballarat
"231",201719.326,5854312.155,Ballarat
"232",203004.673,5856355.367,Ballarat
"233",219127.501,5848883.582,Ballarat
"234",212973.786,5849018.854,Ballarat
"235",209341.386,5859103.686,Ballarat
"236",217242.133,5838425.091,Ballarat
"237",209259.297,5850909.647,Ballarat
"238",203004.852,5843710.750,Ballarat
"239",214187.188,5845648.019,Ballarat
"240",199291.085,5841424.374,Ballarat
"241",216746.602,5849206.824,Ballarat
"242",217119.920,5837744.729,Ballarat
"243",203062.248,5849267.080,Ballarat
"244",212128.029,5837387.301,Ballarat
"245",228197.207,5843596.880,Ballarat
"246",203239.406,5843971.405,Ballarat
"247",204246.387,5852518.191,Ballarat
"248",218608.213,5850562.467,Ballarat
"249",201543.320,5847720.695,Ballarat
"250",225141.025,5828082.482,Ballarat
"251",207740.573,5845793.213,Ballarat
"252",222158.851,5829034.280,Ballarat
"253",225754.354,5845666.113,Ballarat
"254",209286.081,5850652.289,Ballarat
"255",204437.805,5852023.363,Ballarat
"256",220130.549,5848988.508,Ballarat
"257",202277.542,5847286.580,Ballarat
"258",203575.199,5841580.597,Ballarat
"259",205844.389,5857889.478,Ballarat
"260",220484.563,5841636.743,Ballarat
"261",222340.075,5860140.866,Ballarat
"262",205500.804,5842054.789,Ballarat
"263",223207.542,5847782.650,Ballarat
"264",216547.234,5853987.460,Ballarat
"265",209122.153,5846743.763,Ballarat
"266",217510.786,5843252.365,Ballarat
"267",228293.469,5838527.182,Ballarat
"268",226272.737,5843811.202,Ballarat
"269",226357.265,5828889.292,Ballarat
"270",214363.580,5850562.559,Ballarat
"271",213323.964,5850407.967,Ballarat
"272",219497.164,5861865.834,Ballarat
"273",207126.932,5852895.472,Ballarat
"274",210328.255,5857330.466,Ballarat
"275",204022.423,5845744.093,Ballarat
"276",225753.665,5825950.195,Ballarat
"277",223654.456,5824386.063,Ballarat
"278",216210.049,5840341.591,Ballarat
"279",221553.007,5827168.209,Ballarat
"280",219980.577,5861103.518,Ballarat
"281",214520.965,5844258.795,Ballarat
"282",226550.095,5822373.259,Ballarat
"283",213566.133,5844868.603,Ballarat
"284",215347.519,5859644.713,Ballarat
"285",215530.560,5849633.117,Ballarat
"286",210879.118,5837110.030,Ballarat
"287",220827.255,5835210.858,Ballarat
"288",211152.219,5844227.491,Ballarat
"289",219082.894,5837201.369,Ballarat
"290",214355.614,5855746.250,Ballarat
"291",221786.298,5828412.343,Ballarat
"292",220548.910,5853999.884,Ballarat
"293",228554.952,5842450.888,Ballarat
"294",204602.806,5848500.183,Ballarat
"295",206038.184,5844613.080,Ballarat
"296",210048.565,5854923.292,Ballarat
"297",222694.861,5829086.515,Ballarat
"298",208593.007,5861434.781,Ballarat
"299",214430.221,5844991.452,Ballarat
"300",331389.429,5819881.100,Banyule
"301",330437.204,5825964.581,Banyule
"302",329559.452,5820706.726,Banyule
"303",329281.025,5825854.471,Banyule
"304",327073.749,5818664.828,Banyule
"305",331768.925,5822196.625,Banyule
"306",327688.205,5820270.345,Banyule
"307",330302.478,5820108.994,Banyule
"308",333932.881,5820237.149,Banyule
"309",334294.171,5822108.718,Banyule
"310",334673.906,5823171.292,Banyule
"311",335113.087,5826659.780,Banyule
"312",334785.058,5823747.476,Banyule
"313",335773.072,5826471.572,Banyule
"314",335087.998,5827048.224,Banyule
"315",329560.366,5819729.322,Banyule
"316",327926.954,5817979.085,Banyule
"317",330958.564,5819902.581,Banyule
"318",329022.645,5826335.237,Banyule
"319",333950.064,5822196.256,Banyule
"320",330074.336,5818755.348,Banyule
"321",334610.254,5825086.358,Banyule
"322",333236.498,5824215.748,Banyule
"323",336165.273,5826619.204,Banyule
"324",334966.806,5822787.053,Banyule
"325",330838.874,5823834.199,Banyule
"326",328963.836,5820845.543,Banyule
"327",335219.891,5827127.400,Banyule
"328",333676.714,5824247.484,Banyule
"329",333891.358,5820944.363,Banyule
"330",330082.852,5821816.059,Banyule
"331",326930.158,5817591.120,Banyule
"332",329638.368,5823240.965,Banyule
"333",335150.962,5827067.721,Banyule
"334",333846.518,5823885.881,Banyule
"335",329432.582,5816839.811,Banyule
"336",327560.552,5820697.810,Banyule
"337",333214.772,5823664.872,Banyule
"338",331599.022,5823228.685,Banyule
"339",328946.288,5825921.639,Banyule
"340",328801.340,5816802.088,Banyule
"341",328659.208,5817830.828,Banyule
"342",332455.948,5823679.699,Banyule
"343",331571.678,5822848.684,Banyule
"344",332549.343,5823431.273,Banyule
"345",331141.645,5826475.590,Banyule
"346",327370.306,5822247.159,Banyule
"347",329420.912,5817667.065,Banyule
"348",329600.205,5817371.685,Banyule
"349",327678.629,5819914.848,Banyule
"350",334219.348,5826019.872,Banyule
"351",334201.299,5820118.033,Banyule
"352",331326.078,5820925.973,Banyule
"353",329823.632,5817808.492,Banyule
"354",327647.433,5820536.412,Banyule
"355",332312.216,5826345.250,Banyule
"356",334909.354,5825755.135,Banyule
"357",330151.510,5822377.268,Banyule
"358",328145.937,5820292.117,Banyule
"359",327481.462,5820582.426,Banyule
"360",331869.121,5821888.938,Banyule
"361",328527.834,5824953.618,Banyule
"362",334374.372,5822310.333,Banyule
"363",327032.980,5819489.925,Banyule
"364",333838.617,5822589.673,Banyule
"365",334316.722,5821882.333,Banyule
"366",334238.604,5825495.730,Banyule
"367",333349.900,5821461.417,Banyule
"368",331161.253,5820418.600,Banyule
"369",336060.847,5826444.190,Banyule
"370",327446.718,5822129.223,Banyule
"371",332106.890,5820342.552,Banyule
"372",332169.913,5823708.895,Banyule
"373",335264.108,5826120.577,Banyule
"374",328851.650,5821488.800,Banyule
"375",326590.461,5819083.256,Banyule
"376",333765.316,5821654.525,Banyule
"377",330414.254,5823982.354,Banyule
"378",326701.244,5821082.837,Banyule
"379",334389.783,5823157.831,Banyule
"380",329377.883,5826055.692,Banyule
"381",335461.037,5827258.872,Banyule
"382",329647.512,5825239.196,Banyule
"383",333901.468,5824011.091,Banyule
"384",327960.470,5821164.391,Banyule
"385",331634.080,5825954.273,Banyule
"386",333491.030,5821849.913,Banyule
"387",329491.021,5818483.190,Banyule
"388",334539.750,5820326.564,Banyule
"389",328632.110,5818585.245,Banyule
"390",334206.283,5826620.815,Banyule
"391",332182.893,5825113.720,Banyule
"392",335465.938,5821163.005,Banyule
"393",332316.505,5823866.364,Banyule
"394",328474.366,5820469.293,Banyule
"395",336190.432,5827034.735,Banyule
"396",329201.604,5825558.474,Banyule
"397",329948.361,5823177.162,Banyule
"398",331308.385,5821275.982,Banyule
"399",328585.014,5818851.955,Banyule
"400",374923.890,5747608.843,Bass Coast
"401",382018.317,5736728.223,Bass Coast
"402",383424.820,5746871.256,Bass Coast
"403",380093.643,5724097.996,Bass Coast
"404",363960.157,5742043.392,Bass Coast
"405",342707.176,5739682.656,Bass Coast
"406",381609.865,5735290.473,Bass Coast
"407",347801.332,5739739.190,Bass Coast
"408",376312.137,5722584.972,Bass Coast
"409",371859.186,5740116.197,Bass Coast
"410",373282.884,5748713.759,Bass Coast
"411",379009.666,5726726.162,Bass Coast
"412",382112.003,5723054.547,Bass Coast
"413",390327.491,5732657.054,Bass Coast
"414",378547.639,5734931.523,Bass Coast
"415",380569.868,5751035.968,Bass Coast
"416",362433.039,5740808.282,Bass Coast
"417",379987.992,5742385.780,Bass Coast
"418",377034.027,5731990.179,Bass Coast
"419",381764.100,5727474.865,Bass Coast
"420",396366.367,5727275.437,Bass Coast
"421",373161.913,5726667.284,Bass Coast
"422",346076.859,5739453.425,Bass Coast
"423",373211.012,5732362.952,Bass Coast
"424",386721.193,5723947.695,Bass Coast
"425",364927.915,5740640.287,Bass Coast
"426",341658.755,5739059.483,Bass Coast
"427",364228.703,5734568.547,Bass Coast
"428",389001.367,5727570.609,Bass Coast
"429",383236.216,5746227.824,Bass Coast
"430",383954.764,5738609.197,Bass Coast
"431",383621.847,5721524.498,Bass Coast
"432",370509.694,5742067.627,Bass Coast
"433",368731.897,5742063.956,Bass Coast
"434",368086.667,5738408.224,Bass Coast
"435",371716.330,5729166.769,Bass Coast
"436",343500.870,5739127.084,Bass Coast
"437",375677.425,5736300.068,Bass Coast
"438",344984.393,5742541.436,Bass Coast
"439",342292.195,5735890.498,Bass Coast
"440",339350.936,5737329.016,Bass Coast
"441",370284.352,5728606.647,Bass Coast
"442",372703.612,5748439.121,Bass Coast
"443",383250.206,5741042.374,Bass Coast
"444",347191.365,5741923.042,Bass Coast
"445",380859.783,5753814.299,Bass Coast
"446",370823.846,5728299.101,Bass Coast
"447",382735.865,5748046.082,Bass Coast
"448",388257.203,5722032.521,Bass Coast
"449",370291.001,5741607.249,Bass Coast
"450",374882.774,5756928.682,Bass Coast
"451",383336.861,5728929.967,Bass Coast
"452",377786.404,5720839.566,Bass Coast
"453",347749.287,5741800.239,Bass Coast
"454",379237.188,5733488.551,Bass Coast
"455",363556.331,5741336.702,Bass Coast
"456",349777.014,5738924.565,Bass Coast
"457",363298.351,5747521.675,Bass Coast
"458",368489.228,5733673.172,Bass Coast
"459",374551.558,5759040.209,Bass Coast
"460",382689.343,5741316.921,Bass Coast
"461",390600.500,5724517.689,Bass Coast
"462",385220.523,5747055.141,Bass Coast
"463",370199.250,5745842.090,Bass Coast
"464",372410.293,5742122.065,Bass Coast
"465",377457.566,5736341.317,Bass Coast
"466",348658.210,5736555.082,Bass Coast
"467",383241.961,5742933.907,Bass Coast
"468",384915.601,5722755.654,Bass Coast
"469",348916.238,5737869.653,Bass Coast
"470",343063.685,5742045.910,Bass Coast
"471",375311.810,5733322.038,Bass Coast
"472",385241.422,5723999.885,Bass Coast
"473",358927.570,5734745.686,Bass Coast
"474",388235.196,5726309.245,Bass Coast
"475",371575.729,5739925.131,Bass Coast
"476",345534.573,5741956.451,Bass Coast
"477",374622.058,5759026.267,Bass Coast
"478",343488.992,5737296.990,Bass Coast
"479",375314.552,5739319.932,Bass Coast
"480",351220.530,5740933.080,Bass Coast
"481",376379.819,5742740.041,Bass Coast
"482",348842.587,5737968.168,Bass Coast
"483",379637.129,5743156.770,Bass Coast
"484",382978.930,5743658.175,Bass Coast
"485",391073.504,5725399.557,Bass Coast
"486",376193.868,5730925.840,Bass Coast
"487",376765.362,5756226.675,Bass Coast
"488",391860.189,5733635.213,Bass Coast
"489",379569.195,5722114.400,Bass Coast
"490",368761.115,5746706.410,Bass Coast
"491",344056.391,5735949.581,Bass Coast
"492",379486.846,5738935.391,Bass Coast
"493",384420.800,5731365.958,Bass Coast
"494",383158.109,5737076.518,Bass Coast
"495",375660.089,5746291.482,Bass Coast
"496",386954.325,5728201.210,Bass Coast
"497",369716.061,5730085.957,Bass Coast
"498",375373.851,5726367.243,Bass Coast
"499",373684.072,5726923.056,Bass Coast
"500",419233.375,5788453.010,Baw Baw
"501",405180.157,5802039.827,Baw Baw
"502",423449.879,5762109.829,Baw Baw
"503",461310.786,5796298.304,Baw Baw
"504",422627.104,5816943.569,Baw Baw
"505",392079.500,5793466.645,Baw Baw
"506",428483.823,5785673.040,Baw Baw
"507",399867.479,5804874.211,Baw Baw
"508",396526.999,5813302.338,Baw Baw
"509",423626.204,5780849.922,Baw Baw
"510",460888.173,5789213.117,Baw Baw
"511",423495.445,5781491.167,Baw Baw
"512",451468.496,5823234.715,Baw Baw
"513",401210.983,5760113.909,Baw Baw
"514",398813.606,5799443.518,Baw Baw
"515",424882.732,5829486.150,Baw Baw
"516",397760.362,5772199.735,Baw Baw
"517",434250.351,5812621.581,Baw Baw
"518",410155.878,5818403.834,Baw Baw
"519",403019.121,5792127.856,Baw Baw
"520",427569.012,5807160.984,Baw Baw
"521",430471.601,5769017.400,Baw Baw
"522",415686.786,5782131.201,Baw Baw
"523",412050.763,5795744.754,Baw Baw
"524",419075.636,5779066.141,Baw Baw
"525",415173.093,5805959.490,Baw Baw
"526",399955.427,5777385.555,Baw Baw
"527",433357.247,5823654.587,Baw Baw
"528",421613.479,5778193.606,Baw Baw
"529",425057.586,5797927.217,Baw Baw
"530",404641.130,5798542.202,Baw Baw
"531",410418.195,5792176.834,Baw Baw
"532",407573.204,5763054.763,Baw Baw
"533",411666.796,5786946.466,Baw Baw
"534",429848.976,5777444.041,Baw Baw
"535",410352.511,5761076.339,Baw Baw
"536",413206.469,5777174.625,Baw Baw
"537",426844.910,5811061.737,Baw Baw
"538",457755.818,5789719.877,Baw Baw
"539",419931.225,5812774.443,Baw Baw
"540",434911.116,5813386.308,Baw Baw
"541",445483.577,5811243.174,Baw Baw
"542",427220.833,5756109.330,Baw Baw
"543",426074.972,5770378.238,Baw Baw
"544",449105.342,5805800.628,Baw Baw
"545",398810.022,5801381.347,Baw Baw
"546",393208.308,5772183.754,Baw Baw
"547",403206.265,5797201.716,Baw Baw
"548",418391.723,5802628.860,Baw Baw
"549",446023.755,5787481.994,Baw Baw
"550",454196.248,5830667.903,Baw Baw
"551",400127.658,5786554.320,Baw Baw
"552",458973.660,5788124.735,Baw Baw
"553",445919.136,5798274.946,Baw Baw
"554",409713.938,5764014.121,Baw Baw
"555",405362.825,5764571.641,Baw Baw
"556",389835.197,5768847.264,Baw Baw
"557",438186.563,5787290.281,Baw Baw
"558",454578.825,5822906.355,Baw Baw
"559",454014.065,5789029.072,Baw Baw
"560",429217.184,5803648.868,Baw Baw
"561",399944.352,5794389.510,Baw Baw
"562",399800.786,5789608.871,Baw Baw
"563",437195.299,5785376.415,Baw Baw
"564",401372.896,5789336.785,Baw Baw
"565",391162.272,5783877.650,Baw Baw
"566",451629.180,5799960.384,Baw Baw
"567",444945.227,5811691.786,Baw Baw
"568",447831.644,5821863.632,Baw Baw
"569",391200.739,5767377.963,Baw Baw
"570",426698.068,5793023.225,Baw Baw
"571",413185.355,5792110.873,Baw Baw
"572",402499.205,5774469.182,Baw Baw
"573",402899.725,5787646.126,Baw Baw
"574",440560.729,5797780.151,Baw Baw
"575",438813.479,5816142.623,Baw Baw
"576",427758.571,5801373.216,Baw Baw
"577",397900.228,5791829.148,Baw Baw
"578",400801.192,5811299.229,Baw Baw
"579",414010.182,5811348.885,Baw Baw
"580",391151.468,5787057.161,Baw Baw
"581",454361.905,5791892.905,Baw Baw
"582",391290.649,5772549.735,Baw Baw
"583",398448.197,5772436.379,Baw Baw
"584",438788.689,5810582.301,Baw Baw
"585",411835.253,5801150.602,Baw Baw
"586",438104.719,5804521.463,Baw Baw
"587",402874.637,5780069.069,Baw Baw
"588",408196.954,5807074.235,Baw Baw
"589",420139.282,5779072.961,Baw Baw
"590",405707.770,5810553.527,Baw Baw
"591",397479.454,5774967.429,Baw Baw
"592",430059.673,5783790.638,Baw Baw
"593",420533.258,5789114.151,Baw Baw
"594",398093.106,5790058.421,Baw Baw
"595",449218.260,5789788.546,Baw Baw
"596",401179.039,5769963.298,Baw Baw
"597",424683.868,5833968.765,Baw Baw
"598",434938.081,5778340.604,Baw Baw
"599",420936.816,5759976.091,Baw Baw
"600",324085.580,5804633.619,Bayside (Vic.)
"601",326075.864,5797041.513,Bayside (Vic.)
"602",326012.042,5801900.989,Bayside (Vic.)
"603",326338.149,5799138.031,Bayside (Vic.)
"604",324637.205,5799992.106,Bayside (Vic.)
"605",326223.587,5799224.650,Bayside (Vic.)
"606",325961.954,5801795.192,Bayside (Vic.)
"607",323792.605,5799844.163,Bayside (Vic.)
"608",325166.843,5802479.695,Bayside (Vic.)
"609",323472.368,5803997.714,Bayside (Vic.)
"610",325984.508,5800606.519,Bayside (Vic.)
"611",327339.236,5797028.874,Bayside (Vic.)
"612",325019.251,5798341.298,Bayside (Vic.)
"613",327585.342,5793188.808,Bayside (Vic.)
"614",322866.128,5803288.501,Bayside (Vic.)
"615",325531.670,5802927.854,Bayside (Vic.)
"616",322893.364,5803397.038,Bayside (Vic.)
"617",323979.302,5803954.445,Bayside (Vic.)
"618",327165.253,5793208.776,Bayside (Vic.)
"619",325880.261,5798375.312,Bayside (Vic.)
"620",327492.853,5794389.782,Bayside (Vic.)
"621",325260.929,5797689.885,Bayside (Vic.)
"622",325774.878,5796595.720,Bayside (Vic.)
"623",323873.864,5803235.924,Bayside (Vic.)
"624",327731.615,5794458.572,Bayside (Vic.)
"625",326620.254,5797527.023,Bayside (Vic.)
"626",325671.279,5800194.315,Bayside (Vic.)
"627",325491.317,5799544.570,Bayside (Vic.)
"628",325820.844,5796454.754,Bayside (Vic.)
"629",325545.544,5801718.331,Bayside (Vic.)
"630",324154.203,5800433.958,Bayside (Vic.)
"631",325975.601,5797554.058,Bayside (Vic.)
"632",325576.472,5796502.217,Bayside (Vic.)
"633",324864.072,5802177.365,Bayside (Vic.)
"634",328887.146,5795348.898,Bayside (Vic.)
"635",326898.090,5798778.431,Bayside (Vic.)
"636",324016.362,5799949.446,Bayside (Vic.)
"637",328212.940,5797442.052,Bayside (Vic.)
"638",326119.411,5802957.026,Bayside (Vic.)
"639",327664.468,5798132.505,Bayside (Vic.)
"640",323814.377,5804008.697,Bayside (Vic.)
"641",325355.958,5799431.126,Bayside (Vic.)
"642",324451.569,5800400.561,Bayside (Vic.)
"643",328243.162,5796357.619,Bayside (Vic.)
"644",325297.181,5803134.450,Bayside (Vic.)
"645",322919.993,5802217.681,Bayside (Vic.)
"646",326024.313,5799739.916,Bayside (Vic.)
"647",325556.048,5799510.406,Bayside (Vic.)
"648",323578.098,5805147.311,Bayside (Vic.)
"649",324882.865,5798967.525,Bayside (Vic.)
"650",328224.956,5796399.686,Bayside (Vic.)
"651",327005.336,5799386.252,Bayside (Vic.)
"652",324924.452,5802430.258,Bayside (Vic.)
"653",326062.475,5800550.635,Bayside (Vic.)
"654",325643.456,5802431.242,Bayside (Vic.)
"655",328355.161,5795776.001,Bayside (Vic.)
"656",328837.843,5795290.828,Bayside (Vic.)
"657",327402.210,5796778.384,Bayside (Vic.)
"658",323491.564,5804558.605,Bayside (Vic.)
"659",327787.035,5798051.401,Bayside (Vic.)
"660",329070.163,5795553.275,Bayside (Vic.)
"661",326833.299,5798394.620,Bayside (Vic.)
"662",326212.593,5795812.917,Bayside (Vic.)
"663",325244.322,5802386.217,Bayside (Vic.)
"664",323814.259,5802003.678,Bayside (Vic.)
"665",324201.358,5798187.116,Bayside (Vic.)
"666",327209.176,5796144.443,Bayside (Vic.)
"667",323931.838,5802733.625,Bayside (Vic.)
"668",323147.566,5800913.429,Bayside (Vic.)
"669",324619.169,5798754.573,Bayside (Vic.)
"670",326258.719,5794937.069,Bayside (Vic.)
"671",324574.746,5800404.597,Bayside (Vic.)
"672",325956.750,5797416.619,Bayside (Vic.)
"673",325938.841,5799602.133,Bayside (Vic.)
"674",324177.618,5798322.827,Bayside (Vic.)
"675",326114.989,5796030.909,Bayside (Vic.)
"676",325627.957,5799011.157,Bayside (Vic.)
"677",326372.046,5799508.789,Bayside (Vic.)
"678",324613.119,5803397.568,Bayside (Vic.)
"679",326990.585,5798049.370,Bayside (Vic.)
"680",324396.252,5802679.650,Bayside (Vic.)
"681",325406.925,5799588.236,Bayside (Vic.)
